price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city
364900,3,3,2500,8304,2,0,0,3,2500,0,1997,0,659,18
559000,3,1,2070,5386,1,0,0,4,1140,930,1948,0,4211,35
213000,4,1,1980,9000,1,0,0,2,1480,500,1978,0,2764,14
620000,3,2,2590,7237,2,0,0,3,2590,0,2004,2003,296,35
240000,4,1,1910,16320,1,0,0,3,1910,0,1934,1978,4489,35
852500,3,2,2630,10100,1,0,0,4,1580,1050,1967,0,795,3
600000,3,2,2630,77972,2,0,0,3,2630,0,2004,2003,2669,11
410000,3,2,1960,4400,2,0,0,3,1960,0,2006,0,2817,38
328000,3,1,1440,45302,2,0,0,3,1440,0,1977,2004,2677,11
625000,3,1,2210,16200,1,0,0,3,1390,820,1958,2004,1691,3
649950,4,2,2350,63162,2,0,0,4,2350,0,1994,0,1836,42
235000,3,1,1590,13000,1,0,0,3,1590,0,1944,0,766,6
489000,3,3,1500,1249,2,0,0,3,1240,260,2004,2003,3674,35
536000,3,2,1900,6224,2,0,0,3,1900,0,2005,0,1296,33
400000,4,3,2370,3692,2,0,0,3,2370,0,2013,1923,2962,32
398000,3,2,1720,1715,2,0,0,3,1240,480,2004,2003,3673,35
379000,4,1,2020,7560,1,0,0,4,2020,0,1960,2001,293,32
345000,2,1,1340,1210,2,0,0,3,1120,220,2008,0,1328,35
365000,3,2,1800,2700,2,0,0,3,1800,0,2011,0,2436,35
315000,3,2,1480,1590,2,0,0,3,1150,330,2010,0,1870,35
571000,4,2,2750,7807,1,0,0,5,2250,500,1916,0,429,35
1025000,5,4,3760,28040,2,0,0,3,3760,0,1983,2009,3156,19
695000,3,2,2540,4694,2,0,0,3,2540,0,2005,0,650,33
225000,3,1,1760,26055,1,0,0,3,920,840,1979,2014,1418,9
740000,3,2,3000,25341,2,0,0,3,3000,0,1995,0,4041,31
315000,4,2,1930,9643,2,0,0,4,1930,0,1992,0,443,18
1230000,4,2,3040,7000,2,0,0,3,3040,0,2001,0,3882,23
420000,2,1,860,3880,1,0,0,4,860,0,1916,0,4072,35
310000,3,1,1420,7650,1,0,0,4,1100,320,1984,0,2369,32
700000,3,2,2080,3880,1,0,0,5,1160,920,1954,0,4068,35
269000,3,2,1560,4200,2,0,0,3,1560,0,2003,0,2031,21
369990,4,2,1960,7133,2,0,0,3,1960,0,2002,0,1792,32
800000,3,2,1620,4500,2,0,0,4,1620,0,1926,1993,2239,35
569000,5,3,3670,10583,1,0,0,5,2060,1610,1952,1998,3450,20
175000,6,1,1930,8400,1,0,0,3,1030,900,1971,0,3163,6
440000,3,1,1290,1286,3,0,0,3,1290,0,2000,0,3302,35
435000,5,2,1970,15247,1,0,0,3,1450,520,1986,0,3221,13
345000,3,1,1540,6909,1,0,0,4,920,620,1955,2009,1126,36
558000,4,2,2180,3870,1,0,0,3,1020,1160,1900,2005,3941,35
475000,2,1,1490,224334,1,0,2,3,1490,0,1983,2009,3466,1
490000,3,2,2220,10275,2,0,0,3,1640,580,1980,0,975,16
335000,3,1,2430,9133,1,0,0,4,1410,1020,1978,2000,3354,32
350000,2,0,1392,43710,1,0,0,4,1392,0,1978,2000,1355,41
100000,4,1,1120,2685,1,0,0,3,860,260,1939,1969,26,32
417500,4,1,1390,10800,1,0,0,4,1390,0,1941,1998,322,35
253000,3,1,2040,7281,1,0,0,3,1020,1020,1962,2003,3112,40
1240000,5,3,2830,7500,2,0,0,3,2460,370,1923,1998,3078,35
490000,4,2,3020,8302,2,0,0,4,3020,0,1994,0,2327,9
470000,3,1,2290,14800,1,0,0,3,1620,670,1965,1993,3543,20
483300,4,2,1210,11100,1,0,0,4,1210,0,1955,2009,3044,3
659000,3,2,2510,6320,2,0,0,3,2510,0,1996,0,2321,33
480000,4,1,2320,4322,1,0,0,3,1140,1180,1910,2006,2657,35
165000,3,1,970,6600,1,0,0,3,970,0,1965,1993,683,6
659500,3,1,1820,5500,1,0,0,4,1620,200,1957,2001,3136,35
219900,3,1,970,7742,1,0,0,4,970,0,1967,0,2676,14
315000,2,1,1740,3622,1,0,0,4,950,790,1924,0,3527,35
250000,3,1,1590,7560,1,0,0,3,1130,460,1984,0,421,18
268000,2,1,1380,5000,1,0,0,3,870,510,1943,2002,2571,35
380000,4,1,1680,11123,1,0,0,3,1130,550,1959,1989,2028,36
499000,2,1,1220,3000,1,0,0,3,920,300,1926,2003,3761,35
285000,2,2,1651,18200,1,0,0,3,1651,0,1946,0,1118,41
183000,3,1,1330,9200,1,0,0,4,1330,0,1973,0,2775,1
1070000,3,3,2940,4622,2,0,0,4,2230,710,1988,0,3413,35
429000,3,3,1410,1246,3,0,0,3,1410,0,2005,0,4444,35
403000,2,1,1100,3598,1,0,0,4,1100,0,1926,1993,2734,35
375500,3,1,1530,7200,1,0,0,3,1530,0,1975,0,2562,20
1795000,5,3,5270,17232,2,0,1,3,4010,1260,1977,2003,3551,23
516200,3,2,2110,5150,1,0,0,5,1080,1030,1919,1934,3421,35
385000,4,1,1720,8750,1,0,0,3,860,860,1971,0,4488,19
515000,3,2,1800,5001,2,0,0,3,1800,0,1996,0,4189,19
375000,4,2,2210,9427,2,0,0,3,2210,0,1999,0,3389,6
650000,4,2,2560,9731,2,0,0,4,2560,0,1973,0,3879,19
306888,2,1,1010,7719,2,0,0,3,1010,0,1981,2013,1976,32
870000,4,2,3340,12248,2,0,1,3,2470,870,1998,2006,1573,35
310000,4,1,1740,11075,1,0,0,3,1740,0,1965,1993,1773,36
251750,3,2,1320,7200,1,0,0,5,1320,0,1975,0,555,18
366000,3,1,1520,8625,1,0,0,3,1520,0,1976,0,1583,5
429950,3,1,2010,9480,1,0,0,3,1570,440,1951,1994,230,35
710000,3,3,2440,3427,2,0,0,3,1990,450,2000,0,2133,3
895000,5,2,2550,20875,1,0,0,4,1610,940,1953,1983,227,3
149500,3,1,1010,9450,1,0,0,4,1010,0,1959,0,2352,10
310000,3,2,1780,6771,1,0,0,3,1230,550,1990,2009,4303,35
555000,3,2,2180,4976,1,0,2,4,1680,500,1930,0,2992,35
750000,5,3,2750,7500,2,0,1,3,2150,600,1937,1997,79,19
745000,4,3,3490,7024,2,0,0,3,3490,0,2006,0,2402,33
695000,3,2,2550,45254,2,0,0,3,2550,0,2001,0,3399,31
433000,3,1,1870,7189,1,0,0,3,1270,600,1959,1989,3845,35
307000,4,1,1150,8184,1,0,0,3,1150,0,1947,2012,1072,36
655275,3,1,2050,11856,1,0,0,3,1460,590,1962,2003,3106,3
392000,4,2,1940,6555,2,0,0,3,1940,0,1990,2009,2246,21
1180000,5,3,3630,6000,1,0,0,3,2470,1160,2004,2003,4145,19
359950,3,1,1890,9100,2,0,0,4,1890,0,1952,0,1193,36
360000,4,2,1630,10375,1,0,0,5,1630,0,1968,0,1375,42
566000,4,1,2440,5000,1,0,0,3,1340,1100,1954,2005,3959,35
700000,5,2,3100,9825,2,0,2,4,3100,0,1950,1982,3203,35
415000,3,2,2090,6045,2,0,0,3,2090,0,2000,0,2786,32
199500,3,1,920,9812,1,0,0,4,920,0,1962,0,2826,1
749000,3,1,1580,5000,1,0,0,3,1580,0,1926,2003,4011,35
680000,3,1,1760,8400,1,0,0,4,1460,300,1960,2001,4006,35
400000,4,2,2530,7563,1,0,0,3,1440,1090,1978,0,4486,5
608000,4,2,2490,9714,1,0,0,4,1400,1090,1983,0,129,5
589900,4,4,3870,35889,2,0,0,3,2530,1340,2001,0,2139,16
480000,5,2,2732,9500,1,0,2,4,1870,862,1975,0,28,14
1059500,5,3,3230,3825,2,0,0,3,2480,750,2014,0,3832,35
915000,6,3,2930,14980,2,0,3,3,2930,0,2013,1923,3776,3
695000,4,3,3510,9364,2,0,0,3,3510,0,2001,0,2870,38
899900,4,2,2580,3909,2,0,0,3,2580,0,2013,1923,508,19
499950,2,2,1060,1208,2,0,0,3,940,120,2005,0,1665,35
533112,4,2,2790,8853,2,0,0,3,2790,0,2013,1923,88,27
303210,4,2,2009,5000,2,0,0,3,2009,0,2014,0,2072,1
525000,5,2,2880,8364,2,0,0,3,2880,0,2006,0,3113,32
399950,2,1,710,1157,2,0,0,4,710,0,1943,0,2027,35
850830,3,2,2070,13241,1,0,0,5,1270,800,1910,0,2178,35
371500,3,2,1370,8336,1,0,0,5,1370,0,1964,0,1984,36
522000,3,1,1730,8400,1,0,0,4,1400,330,1980,0,4267,31
588000,4,2,1680,5000,1,0,0,3,980,700,1950,2005,4067,35
276900,2,1,1350,10096,1,0,2,4,1350,0,1952,0,3211,27
248000,5,1,1510,9078,1,0,0,4,1510,0,1959,0,1727,34
280000,3,2,1860,6607,2,0,0,3,1860,0,1989,0,436,14
495000,6,5,3440,4500,2,0,0,3,3280,160,2007,0,2698,32
665000,6,3,4250,4400,2,0,0,4,3020,1230,1902,0,3043,35
290300,2,1,860,3874,1,0,0,4,860,0,1931,0,4363,32
527000,2,1,1640,4080,1,0,0,3,840,800,1921,2000,3388,35
487028,2,1,1295,1093,2,0,0,3,1105,190,2007,0,2187,35
325000,3,1,1790,27427,1,0,0,3,1130,660,1978,0,3241,38
799000,3,1,2210,6300,1,0,0,5,2210,0,1916,0,857,35
7062500,5,4,10040,37325,2,1,2,3,7680,2360,1940,2001,3286,3
354000,3,1,940,10368,1,0,0,3,940,0,1965,1993,1071,31
262500,3,1,1160,8906,1,0,0,3,1160,0,1962,2003,3958,35
560200,3,2,1990,3984,2,0,0,3,1990,0,2004,2003,2079,33
220000,3,1,1050,6300,1,0,0,3,1050,0,1942,1999,41,35
650000,2,1,1030,5750,1,0,0,5,1030,0,1928,1970,1588,35
435000,3,2,1420,2581,3,0,0,3,1420,0,2004,2003,744,35
800000,4,3,2690,4000,2,0,3,4,2120,570,1909,1989,2212,35
1010000,4,2,3760,29224,2,0,0,3,3760,0,1987,2000,1094,31
200000,2,1,700,4700,1,0,0,5,700,0,1953,0,4005,32
295000,5,3,2100,5107,2,0,0,3,1410,690,1999,0,19,35
580379,4,2,2240,27820,1,0,0,4,2240,0,1976,1992,1808,33
875000,4,2,3470,32109,2,0,0,3,3470,0,1995,0,1919,42
515000,3,2,3370,19585,2,0,0,3,3200,170,1951,1994,1001,36
599000,4,2,2790,230868,2,0,0,3,2790,0,1989,0,1530,42
285000,3,2,1870,4060,2,0,0,3,1870,0,2005,0,693,18
290000,3,1,1520,15090,1,0,0,4,1520,0,1968,0,2482,21
355000,1,1,750,20339,1,0,0,4,550,200,1946,1989,829,32
381000,3,1,1460,11407,1,0,0,3,1460,0,1954,2005,1145,20
571000,3,2,2600,7465,2,0,0,3,2600,0,1988,2000,1022,5
852600,4,2,3320,11901,2,0,0,5,2650,670,1977,0,3546,3
1085000,5,2,2340,6000,2,0,0,4,2340,0,1922,0,2630,35
371000,3,1,890,7200,1,0,0,3,890,0,1951,1994,3029,35
514000,3,1,1720,5899,1,0,1,3,1220,500,1986,0,3110,35
386000,3,1,1270,1318,2,0,0,3,1080,190,2004,2003,2926,35
464000,4,2,2180,7203,2,0,0,4,2180,0,1989,0,3468,32
335000,4,2,2030,13500,1,0,0,3,1230,800,1963,2008,1729,32
740000,4,2,2490,17833,2,0,2,3,1490,1000,1979,2014,558,35
465000,4,1,1470,5350,1,0,0,3,980,490,1955,2005,118,35
700000,3,2,2500,7378,1,0,0,5,1390,1110,1948,1985,24,35
785000,3,3,4500,21870,2,0,0,3,4500,0,2004,2003,734,1
350000,3,3,1460,1592,2,0,0,3,1130,330,2006,0,3672,35
148000,1,1,620,8261,1,0,0,3,620,0,1939,1969,4496,35
530000,3,1,1550,3680,1,0,0,3,1050,500,1927,2011,1758,35
349000,3,2,1430,1002,3,0,0,3,1430,0,2002,0,3920,35
240000,3,1,1360,9760,1,0,0,5,1360,0,1984,0,3249,27
330000,3,2,2210,7557,2,0,0,3,2210,0,1989,0,2754,14
735000,4,1,2460,5100,1,0,0,5,1450,1010,1909,1988,3848,35
545000,3,2,2180,15693,1,0,0,4,1850,330,1979,0,1411,33
214950,3,1,1570,4875,1,0,0,4,1310,260,1977,0,2337,9
657500,4,2,4140,24190,2,0,0,3,4140,0,2002,0,2770,1
476000,3,1,1140,5500,1,0,0,4,1140,0,1908,0,3265,35
2888000,5,6,8670,64033,2,0,4,3,6120,2550,1965,2003,619,35
110000,2,1,800,15000,1,0,0,3,800,0,1927,2011,482,35
292000,4,2,2414,7693,2,0,0,3,2414,0,2006,0,2658,1
317000,3,1,1160,8813,1,0,0,3,1160,0,1952,2008,699,35
455000,4,2,3170,10688,2,0,2,3,3170,0,2001,0,262,1
1365000,5,3,4210,17258,2,0,3,3,4210,0,1995,0,3606,3
460000,3,2,2060,4437,1,0,0,3,1030,1030,1929,0,2978,35
405000,3,2,1640,7201,1,0,0,3,1640,0,1948,1994,588,35
333000,2,1,720,6686,1,0,0,3,720,0,1942,1999,4472,35
427000,4,1,1860,4736,1,0,0,1,1860,0,1901,0,2075,35
742000,4,2,2810,10986,2,0,0,3,2810,0,1997,0,1374,33
465000,4,2,2090,9702,1,0,0,5,1320,770,1965,0,1156,36
809950,4,2,3280,6181,2,0,0,3,3280,0,2001,0,1574,33
619400,4,2,2090,3610,1,0,0,5,1790,300,1927,0,4130,35
762400,3,1,2430,14607,1,0,1,3,1230,1200,1949,1970,3424,23
535000,5,2,2520,49222,2,0,0,4,2520,0,1978,2000,1739,16
881000,5,3,2510,4125,1,0,3,5,1590,920,1925,0,3555,35
813000,4,2,3370,6675,1,0,3,4,1920,1450,1948,0,985,35
234000,3,2,1640,5280,1,0,0,5,1640,0,1910,0,2430,1
308900,3,2,2250,7294,2,0,0,3,2250,0,1994,0,3446,1
450000,4,2,2300,19250,1,0,0,4,2300,0,1955,2009,714,27
547500,3,3,1650,2262,3,0,0,3,1650,0,2010,0,4052,35
399950,2,1,710,1131,2,0,0,4,710,0,1943,0,2027,35
516000,4,3,2550,8698,2,0,0,3,2550,0,2007,0,4295,38
250000,2,1,982,846,2,0,0,3,806,176,2006,0,72,35
475000,3,2,1630,2520,2,0,0,3,1630,0,2005,0,1666,16
415000,4,2,2550,4500,2,0,0,3,2550,0,2009,0,3629,32
545000,2,1,1240,2150,2,0,0,3,1240,0,2014,0,4134,35
329950,3,2,2456,7566,2,0,0,3,2456,0,2012,1912,2815,14
1325000,5,2,3200,20158,1,0,0,3,1600,1600,1965,1993,1829,8
784000,3,3,3950,111078,1,0,0,3,2460,1490,1989,0,1643,31
610750,4,2,2180,7297,2,0,0,3,2180,0,1984,0,1783,33
578000,4,2,3140,9225,1,0,2,5,1770,1370,1966,0,3556,32
1485000,4,3,4030,10800,2,0,0,3,4030,0,2006,0,3718,19
501000,3,1,1970,7972,1,0,3,5,1370,600,1976,0,4264,32
465250,5,2,1940,7642,1,0,0,3,1940,0,1957,2000,1662,36
2250000,5,4,4860,9453,1,0,1,5,3100,1760,1905,0,1344,35
1095000,0,0,3064,4764,3,0,2,3,3064,0,1990,2009,4164,35
315000,2,1,970,5665,1,0,0,4,970,0,1908,0,3385,35
900000,4,2,2460,44431,1,0,0,4,2460,0,1957,2001,3554,3
789500,4,2,3010,6100,2,0,0,3,3010,0,2005,0,3775,31
678500,3,2,2460,6600,1,0,2,4,1370,1090,1952,0,4354,35
342500,3,2,2080,11375,1,0,0,3,2080,0,2002,0,2796,12
860000,4,3,3960,7012,2,0,0,3,3960,0,2005,0,1611,33
306000,4,2,2490,8124,2,0,0,3,2490,0,2001,0,2538,1
580000,5,2,2060,6000,2,0,0,3,2060,0,1903,2005,1770,35
405000,3,1,1330,15678,1,0,0,3,900,430,1984,0,2566,33
510000,3,1,1600,19200,1,0,0,4,1600,0,1967,0,695,19
173000,2,1,820,10450,1,0,0,4,820,0,1965,0,160,32
210000,4,1,1200,7680,1,0,0,3,1200,0,1968,1997,2702,1
445000,3,1,1050,5664,1,0,0,4,910,140,1947,1988,4193,35
585000,3,2,1910,1501,2,0,0,3,1530,380,2007,0,2305,35
381000,3,1,1800,6000,1,0,0,5,900,900,1950,0,258,36
890000,3,2,2060,8640,1,0,0,4,2060,0,1966,0,3407,19
235000,3,1,1840,9697,1,0,0,4,1500,340,1985,0,423,18
480000,3,2,1250,1103,3,0,2,3,1250,0,2005,0,3491,35
575000,2,1,1510,4032,1,0,0,3,1310,200,1935,1974,1660,35
350000,4,2,2300,4600,1,0,0,4,1340,960,1904,0,1017,35
259000,4,1,1490,7560,2,0,0,3,1490,0,1966,1963,2256,10
599000,5,2,2820,4608,1,0,0,3,1450,1370,1967,2011,2608,35
210000,4,1,1130,7840,1,0,0,4,1130,0,1970,0,2816,14
1184000,4,2,3200,7500,1,0,1,5,1860,1340,1948,1985,3967,35
545000,3,1,1510,5000,1,0,0,3,1510,0,1909,2004,3644,35
299995,3,2,1970,7500,2,0,0,3,1970,0,1988,2000,3406,1
440000,3,1,1210,5750,1,0,0,4,1210,0,1910,0,3875,35
699000,4,2,3280,27441,2,0,0,3,3280,0,1996,0,3991,31
795000,3,2,2420,17859,1,0,1,5,1500,920,1979,0,3928,19
445000,5,1,2460,6846,1,0,0,5,1340,1120,1911,1984,3773,35
397990,3,1,1180,11862,1,0,0,4,1180,0,1948,0,371,35
706000,3,2,1900,6400,1,0,0,5,1410,490,1942,0,3233,35
363000,3,3,1651,1779,2,0,0,3,1341,310,2008,0,178,35
850000,4,2,2130,11843,2,0,0,4,2130,0,1972,0,4001,23
620000,2,1,1430,3000,1,0,0,3,1300,130,1929,0,1888,35
1228000,4,2,5730,44947,2,0,4,3,4280,1450,1991,0,1746,33
333000,4,2,1910,9244,1,0,0,4,1910,0,1963,0,3650,32
743000,3,1,2110,11250,1,0,0,4,2110,0,1961,2001,4371,23
448000,2,1,1630,3780,1,0,0,4,890,740,1940,2001,2855,35
485000,4,2,2470,35073,2,0,0,3,2470,0,1989,0,1360,1
489950,4,2,2640,31941,1,0,0,4,2640,0,1986,0,1270,1
498500,5,2,2990,7420,2,0,0,3,2990,0,1996,0,3218,32
531000,3,2,2120,9736,2,0,0,3,2120,0,1988,2000,1008,5
670000,3,2,2050,6420,1,0,3,3,1730,320,1956,2001,3622,35
310000,5,3,1880,5000,1,0,0,3,1100,780,1997,0,3759,35
835000,3,3,2790,12523,2,1,4,4,1600,1190,1977,0,2382,10
1688000,4,2,3000,7500,2,0,0,3,3000,0,1937,1994,3042,35
495000,4,2,2140,7245,2,0,0,3,2140,0,2003,0,3755,35
495000,3,2,1769,9300,1,0,0,4,1769,0,1955,2009,3540,26
440000,3,1,1710,6556,1,0,0,4,1200,510,1926,1993,474,35
280000,1,0,420,6720,1,0,0,3,420,0,1922,2008,3603,35
1070000,4,2,3270,35445,2,0,0,3,3270,0,1989,0,3687,3
1034500,4,2,2370,10858,2,0,0,3,2370,0,2003,0,227,3
248000,4,2,1770,5855,2,0,0,3,1770,0,2003,0,1841,21
294000,4,2,2210,8465,1,0,0,3,1490,720,1990,2009,3484,1
561000,3,2,1710,4140,2,0,0,3,1710,0,2004,2003,1712,16
656500,4,2,2710,4750,1,0,0,4,1460,1250,1919,1985,3754,35
660000,3,3,2340,2970,2,0,0,5,2160,180,1925,0,3989,35
370000,2,1,1220,17172,1,0,0,4,1220,0,1947,1988,697,19
349950,3,1,1060,9525,1,0,0,3,1060,0,1966,1963,1315,31
223000,2,1,910,9869,1,0,0,3,910,0,1957,2000,351,32
560000,4,1,1880,3880,1,0,0,4,1090,790,1944,0,2739,35
594000,4,1,1870,5200,2,0,0,4,1200,670,1937,0,4021,35
600000,3,2,1480,5400,2,0,0,4,1480,0,1914,1945,4165,35
315000,3,2,1880,7000,2,0,0,3,1880,0,1993,0,362,18
430000,4,1,1890,6000,1,0,0,4,1110,780,1947,1988,732,35
440000,3,2,1560,7392,1,0,0,5,1030,530,1972,0,1010,19
312500,2,1,1070,1200,2,0,0,3,1070,0,1999,0,4427,35
1240000,5,4,4410,14380,2,0,0,3,4410,0,2006,0,1203,31
300000,3,3,1470,1235,2,0,0,3,1180,290,2008,0,3547,35
680000,3,2,2570,3600,2,0,0,3,2570,0,2007,0,944,16
336750,2,2,1170,1011,2,0,0,3,1170,0,2009,0,1931,16
822500,5,3,2320,4960,2,0,0,5,1720,600,1926,0,3485,35
589000,4,3,2440,9600,2,0,0,5,2440,0,1961,0,342,19
863000,4,2,4120,22370,2,0,0,3,4120,0,1997,0,1090,33
210000,2,1,1440,5680,1,0,0,4,1440,0,1978,2000,2119,10
206135,3,1,1340,11070,1,0,0,4,1340,0,1978,2000,455,18
1125000,6,3,3010,4360,2,0,0,3,2000,1010,2014,0,4110,35
285000,3,1,1840,8601,1,0,0,3,920,920,1905,2014,3962,35
230000,2,1,930,7550,1,0,0,3,930,0,1986,0,632,34
845000,4,2,4070,115434,2,0,0,3,4070,0,2002,0,606,27
350000,3,1,1820,9545,1,0,0,3,1230,590,1976,0,2594,20
304000,3,1,1280,8184,1,0,0,4,1280,0,1947,1988,1175,36
370000,2,1,900,4600,1,0,0,3,900,0,1951,1994,2615,35
810000,3,1,1980,13503,1,0,2,4,1320,660,1952,0,2292,3
440000,4,2,2010,7575,1,0,0,3,1220,790,1974,0,906,19
1030000,4,2,2750,4800,2,0,0,3,1960,790,1905,2005,3637,35
775000,4,2,3140,10875,1,0,1,3,1940,1200,1939,1969,2964,35
1335000,5,2,4200,5800,2,0,0,4,2910,1290,1906,1990,81,35
235000,3,1,1900,8540,1,0,0,3,950,950,1980,0,630,34
499950,3,1,1830,3000,1,0,0,3,1430,400,1926,2003,3702,35
622500,5,2,3320,23760,2,0,0,4,2190,1130,1975,0,915,42
300000,4,2,2700,10814,1,0,0,4,1560,1140,1966,0,487,18
205000,3,1,1290,6566,1,0,0,5,1290,0,1976,0,2811,14
435000,3,1,1500,8173,1,0,0,3,1500,0,1997,0,4255,19
697000,4,2,3650,48351,1,0,0,4,3650,0,1978,2000,1494,42
153000,3,1,1270,6405,1,0,0,3,1270,0,1944,0,411,35
454000,4,2,2630,39000,2,0,0,3,2630,0,1979,2014,895,18
345000,2,1,1800,26615,1,0,0,5,1240,560,1987,0,2806,1
585000,3,1,1870,2807,1,0,0,4,1580,290,1927,0,246,35
380000,4,2,2540,6365,2,0,0,3,1870,670,2000,0,1769,32
250600,4,2,1930,8660,1,0,0,3,1120,810,1981,2013,1698,1
890000,4,2,2770,13500,2,0,0,3,2770,0,1974,0,3819,23
370000,4,2,2220,5338,2,0,0,3,2220,0,2001,0,3490,32
369500,3,1,1650,9957,1,0,0,4,1100,550,1961,2001,790,35
883000,4,2,3670,54450,2,0,0,3,3670,0,1999,0,495,33
950000,4,2,3770,35081,2,0,0,3,3770,0,1989,0,97,31
615000,3,1,2350,20820,1,0,0,4,1800,550,1978,2000,3869,33
305000,3,1,1210,5240,1,0,0,4,610,600,1983,0,3579,35
590000,4,2,2010,7972,2,0,0,4,2010,0,1989,0,2837,16
485000,3,2,1580,6065,2,0,0,3,1580,0,1985,0,2061,16
215000,2,1,710,7200,1,0,0,3,710,0,1943,2002,3883,35
430000,3,2,1910,5040,1,0,0,3,1910,0,1971,0,2083,33
324900,4,2,1880,7965,2,0,0,3,1880,0,2000,0,1846,21
849900,2,2,2280,641203,2,0,0,3,2280,0,1990,2009,4415,41
975000,5,2,3100,10014,1,0,2,4,1660,1440,1973,0,4419,23
910000,5,2,2350,4000,2,0,0,3,2350,0,1993,0,2439,35
459950,3,1,1850,6869,1,0,2,5,1100,750,1919,1934,1892,6
325000,3,2,2070,8337,2,0,0,3,2070,0,1997,0,2299,18
513000,4,2,2020,7070,1,0,0,5,1010,1010,1958,0,4384,35
475000,3,2,1580,12177,1,0,0,3,1200,380,1981,2013,1866,33
419000,4,2,2690,7947,2,0,0,3,2690,0,1993,0,826,32
760000,4,2,2420,10285,1,0,4,3,1700,720,1958,2004,614,6
1120000,5,1,2540,6660,2,0,3,4,2340,200,1954,1979,4491,35
129000,2,1,1150,30184,1,0,0,3,1150,0,1950,2005,1287,32
725000,5,2,3210,12000,1,0,0,4,1830,1380,1968,0,894,3
580000,3,2,2040,4627,2,0,0,3,2040,0,1992,0,1357,31
385000,3,2,1920,4833,1,0,0,4,1060,860,1921,0,142,35
265000,4,1,1900,10588,1,0,0,5,1900,0,1958,0,652,1
1735000,3,2,4310,32093,1,0,4,5,2510,1800,1982,0,1476,36
330000,3,2,1070,1155,2,0,0,3,720,350,2005,0,3331,35
665000,4,2,2790,43091,2,0,0,4,2790,0,1989,0,1707,42
799000,3,2,2860,4442,2,0,0,3,2860,0,2000,0,3277,35
589000,3,2,2250,8800,1,0,0,4,1250,1000,1925,1968,2832,35
1695000,2,2,3170,3000,2,0,2,5,1990,1180,1900,0,2618,35
538000,3,1,1460,7200,1,0,0,3,1260,200,1906,2014,4112,35
530100,3,1,1540,3399,1,0,0,3,1200,340,1926,2003,498,35
718500,3,2,2910,6600,2,0,0,4,1920,990,1900,1988,3064,35
299000,3,1,1180,13927,1,0,0,5,1180,0,1962,0,1482,32
556000,3,1,1640,7437,1,0,0,3,1090,550,1948,1994,4069,35
171000,4,2,1520,19672,1,0,0,3,1020,500,1920,1979,989,40
540000,5,3,3610,9775,2,0,0,3,3610,0,2003,0,2144,21
250000,3,2,1400,3814,2,0,0,3,1400,0,2012,1912,1619,9
795000,4,3,3200,3250,2,0,0,3,2670,530,2007,0,2164,16
575000,3,3,1384,1287,2,0,0,3,1144,240,2006,0,290,35
379500,3,2,1410,1287,2,0,0,3,1290,120,2005,0,1750,16
385000,4,2,2050,5276,2,0,0,3,2050,0,2006,0,3482,32
415500,4,2,1750,4779,2,0,0,3,1750,0,2009,0,4113,17
397500,3,2,1510,6710,1,0,0,3,1070,440,1972,2002,4414,19
530000,3,2,1930,7214,2,0,0,3,1930,0,2005,0,1544,35
883000,4,2,2960,41656,2,0,0,3,2960,0,1985,0,892,42
850000,5,2,2920,11880,1,0,0,5,1660,1260,1968,0,974,16
496752,2,1,1980,5000,1,0,0,4,1090,890,1923,0,1555,35
330000,3,1,1430,8865,1,0,0,3,1430,0,1950,2005,2357,35
735000,4,2,2450,4187,2,0,2,3,2450,0,2010,0,1368,16
525000,4,2,2360,4924,2,0,0,3,2360,0,2008,0,1657,17
269950,3,2,1890,4838,2,0,0,3,1730,160,2002,0,3217,40
650000,3,1,2140,9484,1,0,0,3,1290,850,1953,0,822,3
520500,3,2,1900,8100,1,0,0,4,950,950,1940,2001,4218,35
652500,4,2,2700,9122,2,0,0,3,2700,0,1990,2009,2257,16
506000,5,3,2430,8000,1,0,0,4,1370,1060,1957,2001,1210,3
416000,3,1,1110,12150,1,0,0,4,1110,0,1957,2001,3912,3
500000,4,2,2280,15347,1,0,0,5,2280,0,1960,0,4324,25
460000,3,1,1550,4708,1,0,0,4,860,690,1949,1985,3778,35
371025,3,2,1530,8925,1,0,0,3,1530,0,1977,2004,139,5
576000,4,2,2440,28405,2,0,0,3,2440,0,2002,0,1014,17
353500,4,2,1760,9602,2,0,0,3,1760,0,1987,2000,769,32
1735000,4,2,3040,5000,2,0,3,4,2080,960,1926,1993,3041,35
183000,3,1,1070,8100,1,0,0,4,1070,0,1957,2001,3890,1
763101,3,1,1990,5560,1,0,0,4,1100,890,1939,1989,3409,35
460000,2,1,1090,4000,1,0,0,3,970,120,1951,1994,2317,35
825000,4,1,1890,6938,1,0,0,3,1890,0,1919,2001,1040,35
265000,3,1,1000,9150,1,0,0,3,1000,0,1969,2010,1166,32
295000,3,1,1770,8235,1,0,0,3,1030,740,1960,2012,3335,6
418000,4,3,2360,6250,1,0,2,3,1460,900,1960,2012,4505,35
554000,3,3,3380,108900,2,0,0,3,2700,680,1999,0,1540,32
534500,3,2,1700,3150,2,0,0,3,1700,0,2005,0,2158,16
690000,2,1,1600,4000,1,0,0,5,850,750,1918,0,2179,35
